area_type,availability,location,size,total_sqft,bath,balcony,price(in Lakhs),price
Super built-up  Area,18-Apr,Electronic City,2 BHK,1128,2,1,64.8,6480000
Super built-up  Area,Ready To Move,Electronic City,1 BHK,418,1,1,12,1200000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1060,2,1,55,5500000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1221,2,2,68,6800000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,970,2,1,35,3500000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,995,2,1,48,4800000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1060,2,1,52,5200000
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1360,2,1,64.99,6499000
Super built-up  Area,18-Apr,Electronic City,2 BHK,1355,2,1,73,7300000
Super built-up  Area,21-Dec,Electronic City,4 BHK,2093,4,2,134,13400000
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1500,2,1,64.5,6450000
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1500,2,1,70,7000000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1025,2,1,54,5400000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1070,2,1,48,4800000
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1575,3,1,94.5,9450000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,825,2,1,30,3000000
Super built-up  Area,18-Apr,Electronic City,2 BHK,1125,2,1,28.13,2813000
Super built-up  Area,Ready To Move,Electronic City,1 BHK,589,1,1,29,2900000
Super built-up  Area,18-Apr,Electronic City,2 BHK,1128,2,1,63.5,6350000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,550,2,1,16,1600000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1342,2,1,90,9000000
Super built-up  Area,18-Apr,Electronic City,2 BHK,1020,2,1,30.27,3027000
Super built-up  Area,18-Aug,Electronic City,2 BHK,1128,2,1,65.4,6540000
Super built-up  Area,17-Jun,Electronic City,3 BHK,1644,3,2,92.59,9259000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1110,2,1,39.9,3990000
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1160,2,2,42,4200000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1070,2,1,48,4800000
Super built-up  Area,Ready To Move,Electronic City,1 BHK,605,1,1,22,2200000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,975,2,1,32,3200000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1100,2,1,41,4100000
Super built-up  Area,18-Apr,Electronic City,1 BHK,630,1,1,40.5,4050000
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1360,2,1,70,7000000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1108,2,1,63,6300000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,865,2,1,40,4000000
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1609,3,3,115,11500000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1200,2,1,20,2000000
Super built-up  Area,18-Jul,Electronic City,2 BHK,1200,2,2,30,3000000
Super built-up  Area,18-Apr,Electronic City,2 BHK,1355,2,1,72.9,7290000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1150,2,1,38,3800000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,970,2,2,34,3400000
Super built-up  Area,Ready To Move,Electronic City,1 BHK,635,1,0,28,2800000
Super built-up  Area,18-Apr,Electronic City,2 BHK,1128,2,1,65.45,6545000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,890,2,1,40,4000000
Super built-up  Area,18-May,Electronic City,2 BHK,1005,2,1,39.77,3977000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,770,1,1,38,3800000
Super built-up  Area,18-Apr,Electronic City,2 BHK,1342,2,1,72,7200000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1070,2,1,55,5500000
Super built-up  Area,18-Apr,Electronic City,2 BHK,1140,2,2,33.84,3384000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1025,2,1,50,5000000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1258,2,1,85.5,8550000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,660,1,1,16.5,1650000
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1160,2,2,42,4200000
Super built-up  Area,18-Aug,Electronic City,1 BHK,630,1,1,33.7,3370000
Super built-up  Area,18-Apr,Electronic City,2 BHK,1152,2,1,65,6500000
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1360,2,1,58,5800000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1200,2,2,40.5,4050000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,825,2,1,35,3500000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1127,2,2,32,3200000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,660,1,1,23,2300000
Super built-up  Area,17-Apr,Electronic City,3 BHK,1156,2,2,44,4400000
Super built-up  Area,18-Apr,Electronic City,3 BHK,1105,2,1,35,3500000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,550,1,1,15,1500000
Built-up  Area,18-Dec,Electronic City,2 BHK,1025,2,1,29.61,2961000
Built-up  Area,18-Dec,Electronic City,2 BHK,1065,2,1,30.76,3076000
Built-up  Area,18-Dec,Electronic City,3 BHK,1400,2,1,40.45,4045000
Built-up  Area,18-Dec,Electronic City,2 BHK,1065,2,1,30.75,3075000
Built-up  Area,Ready To Move,Electronic City,2 BHK,1142,2,0,35,3500000
Built-up  Area,Ready To Move,Electronic City,2 BHK,800,2,2,32,3200000
Built-up  Area,18-Dec,Electronic City,2 BHK,1020,2,1,29.45,2945000
Built-up  Area,Ready To Move,Electronic City,2 BHK,770,1,1,35,3500000
Built-up  Area,18-Dec,Electronic City,2 BHK,1165,2,1,33.64,3364000
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1440,2,2,55,5500000
Built-up  Area,Ready To Move,Electronic City,1 BHK,635,1,1,28,2800000
Built-up  Area,Ready To Move,Electronic City,3 BHK,1050,2,1,39,3900000
Built-up  Area,18-Dec,Electronic City,2 BHK,1090,2,1,31.48,3148000
Built-up  Area,18-Dec,Electronic City,3 BHK,1320,2,1,38.12,3812000
Built-up  Area,Ready To Move,Electronic City,2 BHK,550,1,1,15,1500000
Built-up  Area,Ready To Move,Electronic City,3 BHK,1400,3,1,90,9000000
Built-up  Area,Ready To Move,Electronic City,3 BHK,1500,2,1,63,6300000
Built-up  Area,Ready To Move,Electronic City,3 BHK,1287,3,1,55,5500000
Built-up  Area,Ready To Move,Electronic City,3 BHK,1275,3,1,70,7000000
Built-up  Area,Ready To Move,Electronic City,2 BHK,1210,2,1,55,5500000
Built-up  Area,Ready To Move,Electronic City,3 BHK,1700,3,2,90,9000000
Built-up  Area,17-Jul,Electronic City,2 BHK,1070,2,1,57,5700000
Built-up  Area,Ready To Move,Electronic City,2 BHK,660,1,0,18,1800000
Built-up  Area,18-Dec,Electronic City,2 BHK,1200,2,1,34.66,3466000
Built-up  Area,18-Dec,Electronic City,2 BHK,1125,2,1,32.49,3249000
Built-up  Area,18-Dec,Electronic City,2 BHK,1140,2,1,32.92,3292000
Built-up  Area,18-Dec,Electronic City,1 BHK,1090,2,1,31.48,3148000
Built-up  Area,Ready To Move,Electronic City,2 BHK,870,2,2,24,2400000
Built-up  Area,Ready To Move,Electronic City,2 BHK,1060,2,1,55,5500000
Built-up  Area,18-Dec,Electronic City,3 BHK,1220,2,1,35.23,3523000
Built-up  Area,18-Dec,Electronic City,3 BHK,1220,2,1,35.25,3525000
Built-up  Area,18-Dec,Electronic City,2 BHK,1025,2,1,29.6,2960000
Built-up  Area,Ready To Move,Electronic City,2 BHK,1250,2,1,62,6200000
Built-up  Area,18-Dec,Electronic City,2 BHK,1200,2,1,34.65,3465000
Built-up  Area,Ready To Move,Electronic City,2 BHK,1386,2,1,85,8500000
Built-up  Area,Ready To Move,Electronic City,2 BHK,940,2,1,54,5400000
Built-up  Area,18-Dec,Electronic City,2 BHK,1130,2,1,32.63,3263000
Built-up  Area,18-Dec,Electronic City,2 BHK,1200,2,1,34.65,3465000
Built-up  Area,Ready To Move,Electronic City,3 BHK,880,2,1,18,1800000
Built-up  Area,18-Dec,Electronic City,2 BHK,1025,2,1,29.6,2960000
Built-up  Area,Ready To Move,Electronic City,3 BHK,1360,2,1,75,7500000
Built-up  Area,18-Dec,Electronic City,2 BHK,1130,2,1,32.64,3264000
Built-up  Area,Ready To Move,Electronic City,2 BHK,865,2,0,42,4200000
Built-up  Area,Ready To Move,Electronic City,2 BHK,890,2,2,45,4500000
Built-up  Area,Ready To Move,Electronic City,2 BHK,550,1,1,16,1600000
Built-up  Area,Ready To Move,Electronic City,3 BHK,1620,3,2,62,6200000
Built-up  Area,18-Dec,Electronic City,3 BHK,1320,2,1,38.13,3813000
Built-up  Area,18-Dec,Electronic City,2 BHK,1125,2,1,32.49,3249000
Built-up  Area,18-Apr,Electronic City,1 BHK,630,1,1,34.65,3465000
Built-up  Area,Ready To Move,Electronic City,2 BHK,1100,2,2,42,4200000
Built-up  Area,Ready To Move,Electronic City,2 BHK,1025,2,1,46,4600000
Built-up  Area,Ready To Move,Electronic City,2 BHK,770,1,1,36,3600000
Built-up  Area,Ready To Move,Electronic City,2 BHK,1060,2,1,60,6000000
Built-up  Area,18-Dec,Electronic City,3 BHK,1220,2,2,35.24,3524000
Built-up  Area,18-Dec,Electronic City,2 BHK,1020,2,1,29.46,2946000
Built-up  Area,Ready To Move,Electronic City,1 BHK,700,1,1,35,3500000
Built-up  Area,18-Dec,Electronic City,2 BHK,1090,2,1,31.49,3149000
Built-up  Area,18-Dec,Electronic City,2 BHK,1165,2,1,33.64,3364000
Built-up  Area,18-Dec,Electronic City,2 BHK,1125,2,1,32.5,3250000
Built-up  Area,18-Apr,Electronic City,3 BHK,1500,2,1,75,7500000
Built-up  Area,18-Dec,Electronic City,2 BHK,1065,2,1,30.75,3075000
Built-up  Area,18-Dec,Electronic City,2 BHK,1020,2,1,29.45,2945000
Built-up  Area,18-Apr,Electronic City,3 BHK,1650,3,2,100,10000000
Built-up  Area,17-Dec,Electronic City,1 BHK,630,1,1,60,6000000
Built-up  Area,17-Jun,Electronic City,2 BHK,1070,2,1,60,6000000
Built-up  Area,Ready To Move,Electronic City,2 BHK,1060,2,1,51,5100000
Built-up  Area,Ready To Move,Electronic City,1 BHK,550,1,1,12,1200000
Built-up  Area,Ready To Move,Electronic City,2 BHK,1090,2,2,35.03,3503000
Built-up  Area,Ready To Move,Electronic City,3 BHK,1449,3,2,100,10000000
Built-up  Area,18-Dec,Electronic City,3 BHK,1400,2,1,40.44,4044000
Built-up  Area,Ready To Move,Electronic City,3 BHK,1500,2,1,100,10000000
Built-up  Area,18-Dec,Electronic City,2 BHK,1130,2,1,32.63,3263000
Built-up  Area,18-Jan,Electronic City,3 BHK,1600,3,2,104,10400000
Built-up  Area,18-Dec,Electronic City,2 BHK,1160,2,1,33.5,3350000
Built-up  Area,18-Dec,Electronic City,3 BHK,1400,2,1,40.44,4044000
Built-up  Area,Ready To Move,Electronic City,2 BHK,1150,2,2,35,3500000
Built-up  Area,Ready To Move,Electronic City,3 BHK,1500,3,1,73,7300000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1100,2,2,45,4500000
Super built-up  Area,18-Apr,Electronic City,3 BHK,1374,2,1,72,7200000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,921,2,1,34,3400000
Super built-up  Area,18-Jan,Electronic City,1 BHK,630,1,1,47,4700000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,870,2,1,39.5,3950000
Super built-up  Area,18-Dec,Electronic City,3 BHK,1111,3,1,50,5000000
Super built-up  Area,18-Jan,Electronic City,3 BHK,1571,3,2,89,8900000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,550,1,1,15,1500000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1070,2,1,54,5400000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1128,2,1,64,6400000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,770,1,1,40,4000000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,975,2,2,37.5,3750000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,910,2,2,42,4200000
Super built-up  Area,18-May,Electronic City,2 BHK,1128,2,1,65.65,6565000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1070,2,1,56.1,5610000
Super built-up  Area,18-Aug,Electronic City,2 BHK,1128,2,1,65.35,6535000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,710,2,2,16,1600000
Super built-up  Area,18-Apr,Electronic City,2 BHK,1128,2,1,65,6500000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1100,2,1,40,4000000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1110,2,1,40,4000000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1089,2,2,45,4500000
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1571,3,2,105,10500000
Super built-up  Area,21-Aug,Electronic City,2 BHK,1150,2,1,38,3800000
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1360,2,1,70.5,7050000
Built-up  Area,18-Dec,Electronic City,2 BHK,1165,2,1,33.65,3365000
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1400,2,1,48,4800000
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1700,3,2,75,7500000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1000,2,3,25,2500000
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1350,3,2,58,5800000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1070,2,1,46,4600000
Super built-up  Area,18-Apr,Electronic City,2 BHK,1025,2,1,54.5,5450000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1000,2,2,22,2200000
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1652,3,2,70,7000000
Super built-up  Area,21-Dec,Electronic City,3 BHK,1563,3,2,91.84,9184000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,755,1,1,34,3400000
Super built-up  Area,18-Aug,Electronic City,2 BHK,1128,2,1,65.49,6549000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1128,2,1,68,6800000
Super built-up  Area,18-Dec,Electronic City,2 BHK,1265,2,0,56.93,5693000
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1530,2,1,45.9,4590000
Super built-up  Area,18-Dec,Electronic City,2 BHK,1000,2,1,28.88,2888000
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1025,2,1,47,4700000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,660,1,1,23.1,2310000
Plot  Area,Ready To Move,Electronic City,3 BHK,2010,3,2,201,20100000
Plot  Area,Ready To Move,Electronic City,3 BHK,1200,3,2,150,15000000
Plot  Area,Ready To Move,Electronic City,4 BHK,1200,4,1,125,12500000
Plot  Area,Ready To Move,Electronic City,4 BHK,1800,3,2,700,70000000
Plot  Area,Ready To Move,Electronic City,4 BHK,1800,3,2,190,19000000
Plot  Area,18-Dec,Electronic City,4 BHK,4000,5,1,150,15000000
Plot  Area,Ready To Move,Electronic City,4 BHK,2000,4,0,120,12000000
Built-up  Area,Ready To Move,Electronic City,2 BHK,750,2,1,19.5,1950000
Built-up  Area,18-Dec,Electronic City,2 BHK,1140,2,1,32.93,3293000
Built-up  Area,18-Dec,Electronic City,3 BHK,1320,2,1,38.12,3812000
Super built-up  Area,21-Dec,Electronic City,3 BHK,1691,2,2,102,10200000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,880,1,1,16.5,1650000
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1500,2,1,64.5,6450000
Plot  Area,Ready To Move,Electronic City,3 BHK,1200,3,1,90,9000000
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1350,2,1,56,5600000
Super built-up  Area,18-Apr,Electronic City,2 BHK,1128,2,1,68.75,6875000
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1360,2,1,71,7100000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,940,2,1,41,4100000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1070,2,1,55,5500000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1094,2,2,42,4200000
Super built-up  Area,18-Apr,Electronic City,3 BHK,1599,3,2,99,9900000
Super built-up  Area,18-Apr,Electronic City,3 BHK,1599,3,2,125,12500000
Super built-up  Area,18-Apr,Electronic City,2 BHK,1152,2,1,64.5,6450000
Super built-up  Area,18-Apr,Electronic City,2 BHK,1128,2,1,63,6300000
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1800,3,2,95,9500000
Super built-up  Area,18-Apr,Electronic City,2 BHK,1128,2,1,65,6500000
Super built-up  Area,17-Jun,Electronic City,2 BHK,1108,2,1,63,6300000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,910,2,1,40,4000000
Super built-up  Area,Ready To Move,Electronic City,1 BHK,589,1,1,27,2700000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1070,2,1,52,5200000
Super built-up  Area,Ready To Move,Electronic City,2 BHK,880,2,2,29,2900000
Super built-up  Area,18-Apr,Electronic City,2 BHK,1342,2,1,73.3,7330000
Built-up  Area,21-Dec,"Electronic City Phase 1,",3 BHK,1500,3,2,50,5000000
Super built-up  Area,18-Apr,Electronic City Phase II,2 BHK,1140,2,1,33.84,3384000
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,920,2,2,26,2600000
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1065,2,1,56.13,5613000
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,1549,3,2,80,8000000
Super built-up  Area,19-Dec,Electronic City Phase II,3 BHK,1611,2,2,48.33,4833000
Super built-up  Area,18-Aug,Electronic City Phase II,3 BHK,1310,2,2,37.83,3783000
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1031,2,1,53,5300000
Super built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1000,2,1,28.88,2888000
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,1000,2,1,28.88,2888000
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1116,2,2,37,3700000
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,975,2,2,45,4500000
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,1160,2,1,33.5,3350000
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1219,2,1,61.26,6126000
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,1400,2,2,40.44,4044000
Super built-up  Area,18-Jul,Electronic City Phase II,3 BHK,1400,2,2,41.58,4158000
Super built-up  Area,18-Jul,Electronic City Phase II,3 BHK,1310,2,1,32.75,3275000
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,1418,3,2,52.47,5247000
Super built-up  Area,18-Apr,Electronic City Phase II,3 BHK,1329,2,2,41,4100000
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,900,2,2,32.5,3250000
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,1400,2,2,40.43,4043000
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,769,2,1,40,4000000
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1219,2,1,61.25,6125000
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,1065,2,1,30.75,3075000
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,545,1,1,35,3500000
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,1395,2,1,62.78,6278000
Super built-up  Area,18-Jul,Electronic City Phase II,2 BHK,1205,2,1,75,7500000
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1286,2,2,69,6900000
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1031,2,1,56.35,5635000
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1031,2,1,55,5500000
Super built-up  Area,18-Apr,Electronic City Phase II,3 BHK,1220,2,1,36.21,3621000
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1252,2,1,67,6700000
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,1116,2,2,40,4000000
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,545,1,1,27,2700000
Super built-up  Area,19-Dec,Electronic City Phase II,3 BHK,1651,3,1,49.53,4953000
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,1310,2,1,37.83,3783000
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1031,2,1,54.48,5448000
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,911,2,1,26.5,2650000
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,925,2,1,49.82,4982000
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,1336,2,3,50.35,5035000
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,1305,3,1,65,6500000
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1135,2,2,46,4600000
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,1252,2,1,65,6500000
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,1310,2,1,37.84,3784000
Super built-up  Area,18-Apr,Electronic City Phase II,2 BHK,1140,2,1,34,3400000
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,1320,2,1,38.12,3812000
Super built-up  Area,19-Aug,Electronic City Phase II,2 BHK,829,2,1,22.8,2280000
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,1160,2,1,33.5,3350000
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,1800,3,3,92,9200000
Super built-up  Area,Ready To Move,Electronic City Phase II,1 BHK,650,1,1,35,3500000
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,1400,2,2,40.45,4045000
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,972,2,1,40,4000000
Super built-up  Area,19-Dec,Electronic City Phase II,3 BHK,1625,2,2,48.75,4875000
Super built-up  Area,18-Jun,Electronic City Phase II,2 BHK,1244,2,1,55,5500000
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,1160,2,1,52.2,5220000
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,1200,2,1,34.65,3465000
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,1125,2,1,32.49,3249000
Super built-up  Area,18-Jul,Electronic City Phase II,2 BHK,1140,2,2,28.5,2850000
Super built-up  Area,18-Jul,Electronic City Phase II,2 BHK,1020,2,1,27.43,2743000
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1020,2,2,32,3200000
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,1502,3,3,50,5000000
